"year","state","state_po","state_fips","state_cen","state_ic","office","district","stage","special","candidate","party_detailed","writein","mode","candidatevotes","totalvotes","unofficial","version","party_simplified"
2008,"MONTANA","MT",30,81,64,"US SENATE","statewide","gen",FALSE,"BOB KELLEHER","REPUBLICAN",FALSE,"total",129369,477658,FALSE,"20210114","REPUBLICAN"
2008,"MONTANA","MT",30,81,64,"US SENATE","statewide","gen",FALSE,"MAX BAUCUS","DEMOCRAT",FALSE,"total",348289,477658,FALSE,"20210114","DEMOCRAT"
2008,"NEBRASKA","NE",31,46,35,"US SENATE","statewide","gen",FALSE,"KELLY RENEE ROSBERG","NEBRASKA PARTY",FALSE,"total",11438,792511,FALSE,"20210114","OTHER"
2008,"NEBRASKA","NE",31,46,35,"US SENATE","statewide","gen",FALSE,"STEVEN R. LARRICK","GREEN",FALSE,"total",7763,792511,FALSE,"20210114","OTHER"
2008,"NEBRASKA","NE",31,46,35,"US SENATE","statewide","gen",FALSE,"SCOTT KLEEB","DEMOCRAT",FALSE,"total",317456,792511,FALSE,"20210114","DEMOCRAT"
2008,"NEBRASKA","NE",31,46,35,"US SENATE","statewide","gen",FALSE,"MIKE JOHANNS","REPUBLICAN",FALSE,"total",455854,792511,FALSE,"20210114","REPUBLICAN"
2008,"NEW HAMPSHIRE","NH",33,12,4,"US SENATE","statewide","gen",FALSE,"JOHN E. SUNUNU","REPUBLICAN",FALSE,"total",314403,694787,FALSE,"20210114","REPUBLICAN"
2008,"NEW HAMPSHIRE","NH",33,12,4,"US SENATE","statewide","gen",FALSE,"JEANNE SHAHEEN","DEMOCRAT",FALSE,"total",358438,694787,FALSE,"20210114","DEMOCRAT"
2008,"NEW HAMPSHIRE","NH",33,12,4,"US SENATE","statewide","gen",FALSE,NA,NA,TRUE,"total",430,694787,FALSE,"20210114","OTHER"
2008,"NEW HAMPSHIRE","NH",33,12,4,"US SENATE","statewide","gen",FALSE,"""KEN"" BLEVENS","LIBERTARIAN",FALSE,"total",21516,694787,FALSE,"20210114","LIBERTARIAN"
2008,"NEW JERSEY","NJ",34,22,12,"US SENATE","statewide","gen",FALSE,"J. M. CARTER","GOD WE TRUST",FALSE,"total",15935,3482445,FALSE,"20210114","OTHER"
2008,"NEW JERSEY","NJ",34,22,12,"US SENATE","statewide","gen",FALSE,"FRANK R. LAUTENBERG","DEMOCRAT",FALSE,"total",1951218,3482445,FALSE,"20210114","DEMOCRAT"
2008,"NEW JERSEY","NJ",34,22,12,"US SENATE","statewide","gen",FALSE,"JASON SCHEURER","LIBERTARIAN",FALSE,"total",18810,3482445,FALSE,"20210114","LIBERTARIAN"
2008,"NEW JERSEY","NJ",34,22,12,"US SENATE","statewide","gen",FALSE,"JEFFREY BOSS","BOSS FOR SENATE",FALSE,"total",10345,3482445,FALSE,"20210114","OTHER"
2008,"NEW JERSEY","NJ",34,22,12,"US SENATE","statewide","gen",FALSE,"SARA J. LOBMAN","SOCIALIST WORKERS",FALSE,"total",9187,3482445,FALSE,"20210114","OTHER"
2008,"NEW JERSEY","NJ",34,22,12,"US SENATE","statewide","gen",FALSE,"DICK ZIMMER","REPUBLICAN",FALSE,"total",1461025,3482445,FALSE,"20210114","REPUBLICAN"
2008,"NEW JERSEY","NJ",34,22,12,"US SENATE","statewide","gen",FALSE,"DARYL MIKELL BROOKS","POOR PEOPLE'S CAMPAIGN",FALSE,"total",15925,3482445,FALSE,"20210114","OTHER"
2008,"NEW MEXICO","NM",35,85,66,"US SENATE","statewide","gen",FALSE,"TOM UDALL","DEMOCRAT",FALSE,"total",505128,823650,FALSE,"20210114","DEMOCRAT"
2008,"NEW MEXICO","NM",35,85,66,"US SENATE","statewide","gen",FALSE,"STEVE PEARCE","REPUBLICAN",FALSE,"total",318522,823650,FALSE,"20210114","REPUBLICAN"
2008,"NORTH CAROLINA","NC",37,56,47,"US SENATE","statewide","gen",FALSE,NA,NA,TRUE,"total",1719,4271970,FALSE,"20210114","OTHER"
2008,"NORTH CAROLINA","NC",37,56,47,"US SENATE","statewide","gen",FALSE,"KAY HAGAN","DEMOCRAT",FALSE,"total",2249311,4271970,FALSE,"20210114","DEMOCRAT"
2008,"NORTH CAROLINA","NC",37,56,47,"US SENATE","statewide","gen",FALSE,"CHRISTOPHER COLE","LIBERTARIAN",FALSE,"total",133430,4271970,FALSE,"20210114","LIBERTARIAN"
2008,"NORTH CAROLINA","NC",37,56,47,"US SENATE","statewide","gen",FALSE,"ELIZABETH DOLE","REPUBLICAN",FALSE,"total",1887510,4271970,FALSE,"20210114","REPUBLICAN"
2008,"OKLAHOMA","OK",40,73,53,"US SENATE","statewide","gen",FALSE,"JAMES M. INHOFE","REPUBLICAN",FALSE,"total",763375,1346819,FALSE,"20210114","REPUBLICAN"
2008,"OKLAHOMA","OK",40,73,53,"US SENATE","statewide","gen",FALSE,"STEPHEN P. WALLACE","INDEPENDENT",FALSE,"total",55708,1346819,FALSE,"20210114","OTHER"
2008,"OKLAHOMA","OK",40,73,53,"US SENATE","statewide","gen",FALSE,"ANDREW RICE","DEMOCRAT",FALSE,"total",527736,1346819,FALSE,"20210114","DEMOCRAT"
2008,"OREGON","OR",41,92,72,"US SENATE","statewide","gen",FALSE,"JEFF MERKLEY","DEMOCRAT",FALSE,"total",864392,1767504,FALSE,"20210114","DEMOCRAT"
2008,"OREGON","OR",41,92,72,"US SENATE","statewide","gen",FALSE,"DAVID BROWNLOW","CONSTITUTION",FALSE,"total",92565,1767504,FALSE,"20210114","OTHER"
2008,"OREGON","OR",41,92,72,"US SENATE","statewide","gen",FALSE,"GORDON H. SMITH","REPUBLICAN",FALSE,"total",805159,1767504,FALSE,"20210114","REPUBLICAN"
2008,"OREGON","OR",41,92,72,"US SENATE","statewide","gen",FALSE,"OTHER","",FALSE,"total",5388,1767504,FALSE,"20210114","OTHER"
2008,"RHODE ISLAND","RI",44,15,5,"US SENATE","statewide","gen",FALSE,"JACK REED","DEMOCRAT",FALSE,"total",320644,438812,FALSE,"20210114","DEMOCRAT"
2008,"RHODE ISLAND","RI",44,15,5,"US SENATE","statewide","gen",FALSE,NA,NA,TRUE,"total",1994,438812,FALSE,"20210114","OTHER"
2008,"RHODE ISLAND","RI",44,15,5,"US SENATE","statewide","gen",FALSE,"ROBERT G. TINGLE","REPUBLICAN",FALSE,"total",116174,438812,FALSE,"20210114","REPUBLICAN"
2008,"SOUTH CAROLINA","SC",45,57,48,"US SENATE","statewide","gen",FALSE,"BOB CONLEY","DEMOCRAT",FALSE,"total",790621,1871431,FALSE,"20210114","DEMOCRAT"
2008,"SOUTH CAROLINA","SC",45,57,48,"US SENATE","statewide","gen",FALSE,"LINDSEY GRAHAM","REPUBLICAN",FALSE,"total",1076534,1871431,FALSE,"20210114","REPUBLICAN"
2008,"SOUTH CAROLINA","SC",45,57,48,"US SENATE","statewide","gen",FALSE,NA,NA,TRUE,"total",4276,1871431,FALSE,"20210114","OTHER"
2008,"SOUTH DAKOTA","SD",46,45,37,"US SENATE","statewide","gen",FALSE,"JOEL DYKSTRA","REPUBLICAN",FALSE,"total",142784,380673,FALSE,"20210114","REPUBLICAN"
2008,"SOUTH DAKOTA","SD",46,45,37,"US SENATE","statewide","gen",FALSE,"TIM JOHNSON","DEMOCRAT",FALSE,"total",237889,380673,FALSE,"20210114","DEMOCRAT"
2008,"TENNESSEE","TN",47,62,54,"US SENATE","statewide","gen",FALSE,"CHRISTOPHER G. FENNER","INDEPENDENT",FALSE,"total",11073,2424585,FALSE,"20210114","OTHER"
2008,"TENNESSEE","TN",47,62,54,"US SENATE","statewide","gen",FALSE,"DANIEL TOWERS LEWIS","INDEPENDENT",FALSE,"total",9367,2424585,FALSE,"20210114","OTHER"
2008,"TENNESSEE","TN",47,62,54,"US SENATE","statewide","gen",FALSE,"EDWARD L. BUCK","INDEPENDENT",FALSE,"total",31631,2424585,FALSE,"20210114","OTHER"
2008,"TENNESSEE","TN",47,62,54,"US SENATE","statewide","gen",FALSE,"ED LAWHORN","INDEPENDENT",FALSE,"total",8986,2424585,FALSE,"20210114","OTHER"
2008,"TENNESSEE","TN",47,62,54,"US SENATE","statewide","gen",FALSE,"LAMAR ALEXANDER","REPUBLICAN",FALSE,"total",1579477,2424585,FALSE,"20210114","REPUBLICAN"
2008,"TENNESSEE","TN",47,62,54,"US SENATE","statewide","gen",FALSE,"ROBERT D. TUKE","DEMOCRAT",FALSE,"total",767236,2424585,FALSE,"20210114","DEMOCRAT"
2008,"TENNESSEE","TN",47,62,54,"US SENATE","statewide","gen",FALSE,"CHRIS LUGO","INDEPENDENT",FALSE,"total",9170,2424585,FALSE,"20210114","OTHER"
2008,"TENNESSEE","TN",47,62,54,"US SENATE","statewide","gen",FALSE,"DAVID GATCHELL","INDEPENDENT",FALSE,"total",7645,2424585,FALSE,"20210114","OTHER"
2008,"TEXAS","TX",48,74,49,"US SENATE","statewide","gen",FALSE,"JOHN CORNYN","REPUBLICAN",FALSE,"total",4337469,7912075,FALSE,"20210114","REPUBLICAN"
2008,"TEXAS","TX",48,74,49,"US SENATE","statewide","gen",FALSE,"YVONNE ADAMS SCHICK","LIBERTARIAN",FALSE,"total",185241,7912075,FALSE,"20210114","LIBERTARIAN"
2008,"TEXAS","TX",48,74,49,"US SENATE","statewide","gen",FALSE,"RICHARD J. ""RICK"" NORIEGA","DEMOCRAT",FALSE,"total",3389365,7912075,FALSE,"20210114","DEMOCRAT"
2008,"VIRGINIA","VA",51,54,40,"US SENATE","statewide","gen",FALSE,NA,NA,TRUE,"total",3178,3643294,FALSE,"20210114","OTHER"
2008,"VIRGINIA","VA",51,54,40,"US SENATE","statewide","gen",FALSE,"WILLIAM B. REDPATH","LIBERTARIAN",FALSE,"total",20269,3643294,FALSE,"20210114","LIBERTARIAN"
2008,"VIRGINIA","VA",51,54,40,"US SENATE","statewide","gen",FALSE,"JAMES S. ""JIM"" GILMORE III","REPUBLICAN",FALSE,"total",1228830,3643294,FALSE,"20210114","REPUBLICAN"
2008,"VIRGINIA","VA",51,54,40,"US SENATE","statewide","gen",FALSE,"MARK R. WARNER","DEMOCRAT",FALSE,"total",2369327,3643294,FALSE,"20210114","DEMOCRAT"
2008,"VIRGINIA","VA",51,54,40,"US SENATE","statewide","gen",FALSE,"GLENDA GAIL PARKER","INDEPENDENT GREEN",FALSE,"total",21690,3643294,FALSE,"20210114","OTHER"
2008,"WEST VIRGINIA","WV",54,55,56,"US SENATE","statewide","gen",FALSE,NA,NA,TRUE,"total",36,702308,FALSE,"20210114","OTHER"
2008,"WEST VIRGINIA","WV",54,55,56,"US SENATE","statewide","gen",FALSE,"JAY WOLFE","REPUBLICAN",FALSE,"total",254629,702308,FALSE,"20210114","REPUBLICAN"
2008,"WEST VIRGINIA","WV",54,55,56,"US SENATE","statewide","gen",FALSE,NA,NA,TRUE,"total",83,702308,FALSE,"20210114","OTHER"
2008,"WEST VIRGINIA","WV",54,55,56,"US SENATE","statewide","gen",FALSE,"JOHN D. ROCKEFELLER IV","DEMOCRAT",FALSE,"total",447560,702308,FALSE,"20210114","DEMOCRAT"
2008,"WYOMING","WY",56,83,68,"US SENATE","statewide","gen",TRUE,"OVER VOTE","",FALSE,"total",61,249619,FALSE,"20210114","OTHER"
2008,"WYOMING","WY",56,83,68,"US SENATE","statewide","gen",FALSE,"CHRIS ROTHFUSS","DEMOCRAT",FALSE,"total",60631,250007,FALSE,"20210114","DEMOCRAT"
2008,"WYOMING","WY",56,83,68,"US SENATE","statewide","gen",TRUE,"JOHN BARRASSO","REPUBLICAN",FALSE,"total",183063,249619,FALSE,"20210114","REPUBLICAN"
2008,"WYOMING","WY",56,83,68,"US SENATE","statewide","gen",FALSE,"OVER VOTE","",FALSE,"total",61,250007,FALSE,"20210114","OTHER"
2008,"WYOMING","WY",56,83,68,"US SENATE","statewide","gen",FALSE,"MICHAEL B. ENZI","REPUBLICAN",FALSE,"total",189046,250007,FALSE,"20210114","REPUBLICAN"
2008,"WYOMING","WY",56,83,68,"US SENATE","statewide","gen",TRUE,NA,NA,TRUE,"total",293,249619,FALSE,"20210114","OTHER"
2008,"WYOMING","WY",56,83,68,"US SENATE","statewide","gen",FALSE,NA,NA,TRUE,"total",269,250007,FALSE,"20210114","OTHER"
2008,"WYOMING","WY",56,83,68,"US SENATE","statewide","gen",TRUE,"NICK CARTER","DEMOCRAT",FALSE,"total",66202,249619,FALSE,"20210114","DEMOCRAT"
2010,"ALABAMA","AL",1,63,41,"US SENATE","statewide","gen",FALSE,"WILLIAM G. BARNES","DEMOCRAT",FALSE,"total",515619,1485499,FALSE,"20210114","DEMOCRAT"
2010,"ALABAMA","AL",1,63,41,"US SENATE","statewide","gen",FALSE,NA,NA,TRUE,"total",1699,1485499,FALSE,"20210114","OTHER"
2010,"ALABAMA","AL",1,63,41,"US SENATE","statewide","gen",FALSE,"RICHARD C. SHELBY","REPUBLICAN",FALSE,"total",968181,1485499,FALSE,"20210114","REPUBLICAN"
2010,"ALASKA","AK",2,94,81,"US SENATE","statewide","gen",FALSE,"TIM CARTER","NONAFFILIATED",FALSE,"total",927,255503,FALSE,"20210114","OTHER"
2010,"ALASKA","AK",2,94,81,"US SENATE","statewide","gen",FALSE,"TED GIANOUTSOS","NONAFFILIATED",FALSE,"total",458,255503,FALSE,"20210114","OTHER"
2010,"ALASKA","AK",2,94,81,"US SENATE","statewide","gen",FALSE,NA,NA,TRUE,"total",61,255503,FALSE,"20210114","OTHER"
2010,"ALASKA","AK",2,94,81,"US SENATE","statewide","gen",FALSE,NA,NA,TRUE,"total",21,255503,FALSE,"20210114","OTHER"
2010,"ALASKA","AK",2,94,81,"US SENATE","statewide","gen",FALSE,"LISA MURKOWSKI","",TRUE,"total",101091,255503,FALSE,"20210114","OTHER"
2010,"ALASKA","AK",2,94,81,"US SENATE","statewide","gen",FALSE,"OTHER","",FALSE,"total",602,255503,FALSE,"20210114","OTHER"
2010,"ALASKA","AK",2,94,81,"US SENATE","statewide","gen",FALSE,"JOE MILLER","REPUBLICAN",FALSE,"total",90839,255503,FALSE,"20210114","REPUBLICAN"
2010,"ALASKA","AK",2,94,81,"US SENATE","statewide","gen",FALSE,"FREDRICK ""DAVID"" HAASE","LIBERTARIAN",FALSE,"total",1459,255503,FALSE,"20210114","LIBERTARIAN"
2010,"ALASKA","AK",2,94,81,"US SENATE","statewide","gen",FALSE,"SCOTT T. MCADAMS","DEMOCRAT",FALSE,"total",60045,255503,FALSE,"20210114","DEMOCRAT"
2010,"ARIZONA","AZ",4,86,61,"US SENATE","statewide","gen",FALSE,"JERRY JOSLYN","GREEN",FALSE,"total",24603,1708484,FALSE,"20210114","OTHER"
2010,"ARIZONA","AZ",4,86,61,"US SENATE","statewide","gen",FALSE,"JOHN MCCAIN","REPUBLICAN",FALSE,"total",1005615,1708484,FALSE,"20210114","REPUBLICAN"
2010,"ARIZONA","AZ",4,86,61,"US SENATE","statewide","gen",FALSE,NA,NA,TRUE,"total",7,1708484,FALSE,"20210114","OTHER"
2010,"ARIZONA","AZ",4,86,61,"US SENATE","statewide","gen",FALSE,NA,NA,TRUE,"total",39,1708484,FALSE,"20210114","OTHER"
2010,"ARIZONA","AZ",4,86,61,"US SENATE","statewide","gen",FALSE,NA,NA,TRUE,"total",14,1708484,FALSE,"20210114","OTHER"
2010,"ARIZONA","AZ",4,86,61,"US SENATE","statewide","gen",FALSE,NA,NA,TRUE,"total",5938,1708484,FALSE,"20210114","OTHER"
2010,"ARIZONA","AZ",4,86,61,"US SENATE","statewide","gen",FALSE,"DAVID F. NOLAN","LIBERTARIAN",FALSE,"total",80097,1708484,FALSE,"20210114","LIBERTARIAN"
2010,"ARIZONA","AZ",4,86,61,"US SENATE","statewide","gen",FALSE,"RODNEY GLASSMAN","DEMOCRAT",FALSE,"total",592011,1708484,FALSE,"20210114","DEMOCRAT"
2010,"ARIZONA","AZ",4,86,61,"US SENATE","statewide","gen",FALSE,NA,NA,TRUE,"total",160,1708484,FALSE,"20210114","OTHER"
2010,"ARKANSAS","AR",5,71,42,"US SENATE","statewide","gen",FALSE,"TREVOR DROWN","INDEPENDENT",FALSE,"total",25234,779957,FALSE,"20210114","OTHER"
2010,"ARKANSAS","AR",5,71,42,"US SENATE","statewide","gen",FALSE,"JOHN BOOZMAN","REPUBLICAN",FALSE,"total",451618,779957,FALSE,"20210114","REPUBLICAN"
2010,"ARKANSAS","AR",5,71,42,"US SENATE","statewide","gen",FALSE,"JOHN LANEY GRAY III","GREEN",FALSE,"total",14430,779957,FALSE,"20210114","OTHER"
2010,"ARKANSAS","AR",5,71,42,"US SENATE","statewide","gen",FALSE,"STEPHAN ""TROUBLEMAKER"" HERCHER","",TRUE,"total",143,779957,FALSE,"20210114","OTHER"
2010,"ARKANSAS","AR",5,71,42,"US SENATE","statewide","gen",FALSE,NA,NA,TRUE,"total",376,779957,FALSE,"20210114","OTHER"
2010,"ARKANSAS","AR",5,71,42,"US SENATE","statewide","gen",FALSE,"BLANCHE L. LINCOLN","DEMOCRAT",FALSE,"total",288156,779957,FALSE,"20210114","DEMOCRAT"
2010,"CALIFORNIA","CA",6,93,71,"US SENATE","statewide","gen",FALSE,"GAIL K. LIGHTFOOT","LIBERTARIAN",FALSE,"total",175242,10000160,FALSE,"20210114","LIBERTARIAN"
2010,"CALIFORNIA","CA",6,93,71,"US SENATE","statewide","gen",FALSE,"BARBARA BOXER","DEMOCRAT",FALSE,"total",5218441,10000160,FALSE,"20210114","DEMOCRAT"
2010,"CALIFORNIA","CA",6,93,71,"US SENATE","statewide","gen",FALSE,"EDWARD C. NOONAN","AMERICAN INDEPENDENT",FALSE,"total",125441,10000160,FALSE,"20210114","OTHER"
2010,"CALIFORNIA","CA",6,93,71,"US SENATE","statewide","gen",FALSE,NA,NA,TRUE,"total",10,10000160,FALSE,"20210114","OTHER"
2010,"CALIFORNIA","CA",6,93,71,"US SENATE","statewide","gen",FALSE,NA,NA,TRUE,"total",5,10000160,FALSE,"20210114","OTHER"
2010,"CALIFORNIA","CA",6,93,71,"US SENATE","statewide","gen",FALSE,"DUANE ROBERTS","GREEN",FALSE,"total",128510,10000160,FALSE,"20210114","OTHER"
2010,"CALIFORNIA","CA",6,93,71,"US SENATE","statewide","gen",FALSE,"MARSHA FEINLAND","PEACE AND FREEDOM",FALSE,"total",135093,10000160,FALSE,"20210114","OTHER"
2010,"CALIFORNIA","CA",6,93,71,"US SENATE","statewide","gen",FALSE,NA,NA,TRUE,"total",41,10000160,FALSE,"20210114","OTHER"
2010,"CALIFORNIA","CA",6,93,71,"US SENATE","statewide","gen",FALSE,"CARLY FIORINA","REPUBLICAN",FALSE,"total",4217366,10000160,FALSE,"20210114","REPUBLICAN"
2010,"CALIFORNIA","CA",6,93,71,"US SENATE","statewide","gen",FALSE,NA,NA,TRUE,"total",11,10000160,FALSE,"20210114","OTHER"
2010,"COLORADO","CO",8,84,62,"US SENATE","statewide","gen",FALSE,NA,NA,TRUE,"total",67,1772286,FALSE,"20210114","OTHER"
2010,"COLORADO","CO",8,84,62,"US SENATE","statewide","gen",FALSE,"JASON NAPOLITANO","INDEPENDENT REFORM",FALSE,"total",19415,1772286,FALSE,"20210114","OTHER"
2010,"COLORADO","CO",8,84,62,"US SENATE","statewide","gen",FALSE,NA,NA,TRUE,"total",19,1772286,FALSE,"20210114","OTHER"
2010,"COLORADO","CO",8,84,62,"US SENATE","statewide","gen",FALSE,"CHARLEY MILLER","UNAFFILIATED",FALSE,"total",11330,1772286,FALSE,"20210114","OTHER"
2010,"COLORADO","CO",8,84,62,"US SENATE","statewide","gen",FALSE,"MACLYN ""MAC"" STRINGER","LIBERTARIAN",FALSE,"total",22589,1772286,FALSE,"20210114","LIBERTARIAN"
2010,"COLORADO","CO",8,84,62,"US SENATE","statewide","gen",FALSE,"BOB KINSEY","GREEN",FALSE,"total",38768,1772286,FALSE,"20210114","OTHER"
2010,"COLORADO","CO",8,84,62,"US SENATE","statewide","gen",FALSE,"KEN BUCK","REPUBLICAN",FALSE,"total",822731,1772286,FALSE,"20210114","REPUBLICAN"
2010,"COLORADO","CO",8,84,62,"US SENATE","statewide","gen",FALSE,"MICHAEL F. BENNET","DEMOCRAT",FALSE,"total",851590,1772286,FALSE,"20210114","DEMOCRAT"
2010,"COLORADO","CO",8,84,62,"US SENATE","statewide","gen",FALSE,NA,NA,TRUE,"total",10,1772286,FALSE,"20210114","OTHER"
2010,"COLORADO","CO",8,84,62,"US SENATE","statewide","gen",FALSE,"J. MOROMISATO","UNAFFILIATED",FALSE,"total",5767,1772286,FALSE,"20210114","OTHER"
2010,"CONNECTICUT","CT",9,16,1,"US SENATE","statewide","gen",FALSE,"JEFF RUSSELL","",TRUE,"total",45,1153115,FALSE,"20210114","OTHER"
2010,"CONNECTICUT","CT",9,16,1,"US SENATE","statewide","gen",FALSE,"MATTHEW COLEMAN","",TRUE,"total",7,1153115,FALSE,"20210114","OTHER"
2010,"CONNECTICUT","CT",9,16,1,"US SENATE","statewide","gen",FALSE,NA,NA,TRUE,"total",17,1153115,FALSE,"20210114","OTHER"
2010,"CONNECTICUT","CT",9,16,1,"US SENATE","statewide","gen",FALSE,NA,NA,TRUE,"total",45,1153115,FALSE,"20210114","OTHER"
2010,"CONNECTICUT","CT",9,16,1,"US SENATE","statewide","gen",FALSE,NA,NA,TRUE,"total",31,1153115,FALSE,"20210114","OTHER"
2010,"CONNECTICUT","CT",9,16,1,"US SENATE","statewide","gen",FALSE,NA,NA,TRUE,"total",5,1153115,FALSE,"20210114","OTHER"
2010,"CONNECTICUT","CT",9,16,1,"US SENATE","statewide","gen",FALSE,NA,NA,TRUE,"total",15,1153115,FALSE,"20210114","OTHER"
2010,"CONNECTICUT","CT",9,16,1,"US SENATE","statewide","gen",FALSE,"RICHARD BLUMENTHAL","DEMOCRAT",FALSE,"total",605204,1153115,FALSE,"20210114","DEMOCRAT"
2010,"CONNECTICUT","CT",9,16,1,"US SENATE","statewide","gen",FALSE,"JOHN MERTENS","CONNECTICUT FOR LIEBERMAN",FALSE,"total",6735,1153115,FALSE,"20210114","OTHER"
2010,"CONNECTICUT","CT",9,16,1,"US SENATE","statewide","gen",FALSE,"RICHARD BLUMENTHAL","WORKING FAMILIES",FALSE,"total",30836,1153115,FALSE,"20210114","OTHER"
2010,"CONNECTICUT","CT",9,16,1,"US SENATE","statewide","gen",FALSE,"WARREN B. MOSLER","INDEPENDENT",FALSE,"total",11275,1153115,FALSE,"20210114","OTHER"
2010,"CONNECTICUT","CT",9,16,1,"US SENATE","statewide","gen",FALSE,"LINDA E. MCMAHON","REPUBLICAN",FALSE,"total",498341,1153115,FALSE,"20210114","REPUBLICAN"
2010,"CONNECTICUT","CT",9,16,1,"US SENATE","statewide","gen",FALSE,NA,NA,TRUE,"total",559,1153115,FALSE,"20210114","OTHER"
2010,"DELAWARE","DE",10,51,11,"US SENATE","statewide","gen",TRUE,NA,NA,TRUE,"total",25,307402,FALSE,"20210114","OTHER"
2010,"DELAWARE","DE",10,51,11,"US SENATE","statewide","gen",TRUE,"GLENN A. MILLER","INDEPENDENT PARTY OF DELAWARE",FALSE,"total",8201,307402,FALSE,"20210114","OTHER"
2010,"DELAWARE","DE",10,51,11,"US SENATE","statewide","gen",TRUE,"CHRISTINE O'DONNELL","REPUBLICAN",FALSE,"total",123053,307402,FALSE,"20210114","REPUBLICAN"
2010,"DELAWARE","DE",10,51,11,"US SENATE","statewide","gen",TRUE,NA,NA,TRUE,"total",10,307402,FALSE,"20210114","OTHER"
2010,"DELAWARE","DE",10,51,11,"US SENATE","statewide","gen",TRUE,"CHRISTOPHER A. COONS","DEMOCRAT",FALSE,"total",174012,307402,FALSE,"20210114","DEMOCRAT"
2010,"DELAWARE","DE",10,51,11,"US SENATE","statewide","gen",TRUE,"JAMES W. RASH","LIBERTARIAN",FALSE,"total",2101,307402,FALSE,"20210114","LIBERTARIAN"
2010,"FLORIDA","FL",12,59,43,"US SENATE","statewide","gen",FALSE,NA,NA,TRUE,"total",13,5411106,FALSE,"20210114","OTHER"
2010,"FLORIDA","FL",12,59,43,"US SENATE","statewide","gen",FALSE,"BRUCE RAY RIGGS","NO PARTY AFFILIATION",FALSE,"total",3647,5411106,FALSE,"20210114","OTHER"
2010,"FLORIDA","FL",12,59,43,"US SENATE","statewide","gen",FALSE,"BERNIE DECASTRO","CONSTITUTION PARTY OF FLORIDA",FALSE,"total",4792,5411106,FALSE,"20210114","OTHER"
2010,"FLORIDA","FL",12,59,43,"US SENATE","statewide","gen",FALSE,"BOBBIE BEAN","NO PARTY AFFILIATION",FALSE,"total",4301,5411106,FALSE,"20210114","OTHER"
2010,"FLORIDA","FL",12,59,43,"US SENATE","statewide","gen",FALSE,"SUE ASKELAND","NO PARTY AFFILIATION",FALSE,"total",15340,5411106,FALSE,"20210114","OTHER"
2010,"FLORIDA","FL",12,59,43,"US SENATE","statewide","gen",FALSE,NA,NA,TRUE,"total",18,5411106,FALSE,"20210114","OTHER"
2010,"FLORIDA","FL",12,59,43,"US SENATE","statewide","gen",FALSE,NA,NA,TRUE,"total",2,5411106,FALSE,"20210114","OTHER"
2010,"FLORIDA","FL",12,59,43,"US SENATE","statewide","gen",FALSE,"LEWIS JEROME ARMSTRONG","NO PARTY AFFILIATION",FALSE,"total",4443,5411106,FALSE,"20210114","OTHER"
2010,"FLORIDA","FL",12,59,43,"US SENATE","statewide","gen",FALSE,"ALEXANDER ANDREW SNITKER","LIBERTARIAN",FALSE,"total",24850,5411106,FALSE,"20210114","LIBERTARIAN"
2010,"FLORIDA","FL",12,59,43,"US SENATE","statewide","gen",FALSE,NA,NA,TRUE,"total",6,5411106,FALSE,"20210114","OTHER"
2010,"FLORIDA","FL",12,59,43,"US SENATE","statewide","gen",FALSE,"RICK TYLER","NO PARTY AFFILIATION",FALSE,"total",7397,5411106,FALSE,"20210114","OTHER"
2010,"FLORIDA","FL",12,59,43,"US SENATE","statewide","gen",FALSE,NA,NA,TRUE,"total",47,5411106,FALSE,"20210114","OTHER"
2010,"FLORIDA","FL",12,59,43,"US SENATE","statewide","gen",FALSE,NA,NA,TRUE,"total",4,5411106,FALSE,"20210114","OTHER"
2010,"FLORIDA","FL",12,59,43,"US SENATE","statewide","gen",FALSE,"MA",NA,TRUE,"total",18,5411106,FALSE,"20210114","OTHER"
2010,"FLORIDA","FL",12,59,43,"US SENATE","statewide","gen",FALSE,"CHARLIE CRIST","NO PARTY AFFILIATION",FALSE,"total",1607549,5411106,FALSE,"20210114","OTHER"
2010,"FLORIDA","FL",12,59,43,"US SENATE","statewide","gen",FALSE,"MARCO RUBIO","REPUBLICAN",FALSE,"total",2645743,5411106,FALSE,"20210114","REPUBLICAN"
2010,"FLORIDA","FL",12,59,43,"US SENATE","statewide","gen",FALSE,"KENDRICK B. MEEK","DEMOCRAT",FALSE,"total",1092936,5411106,FALSE,"20210114","DEMOCRAT"
2010,"GEORGIA","GA",13,58,44,"US SENATE","statewide","gen",FALSE,NA,NA,TRUE,"total",24,2555258,FALSE,"20210114","OTHER"
2010,"GEORGIA","GA",13,58,44,"US SENATE","statewide","gen",FALSE,"MICHAEL ""MIKE"" THURMOND","DEMOCRAT",FALSE,"total",996516,2555258,FALSE,"20210114","DEMOCRAT"
2010,"GEORGIA","GA",13,58,44,"US SENATE","statewide","gen",FALSE,NA,NA,TRUE,"total",52,2555258,FALSE,"20210114","OTHER"
2010,"GEORGIA","GA",13,58,44,"US SENATE","statewide","gen",FALSE,"CHUCK DONOVAN","LIBERTARIAN",FALSE,"total",68750,2555258,FALSE,"20210114","LIBERTARIAN"
2010,"GEORGIA","GA",13,58,44,"US SENATE","statewide","gen",FALSE,NA,NA,TRUE,"total",12,2555258,FALSE,"20210114","OTHER"
